ser	ser/organismo
prognóstico	prognóstico/previsão/predição
perna	membro
notificação	anúncio/aviso
míssil	arma/armamento
mote	locução/provérbio/ditado/idioma/expressão
minérios	materiais
menina	mulher/amante/amado/fêmea
livros	bens/produção/produto
investigador	cientista/especialista
interdição	acta/decreto
gráficos	arte_gráfica
fio	corda
fachada	frente
escolta	destacamento
desperdício	imprevidência
custódia	confinamento/aprisionamento
coroa	jóias_da_coroa
contaminação	contaminação
comédia	drama
colar	coleira/colar
cobre	condutor/condutor/metais/metais/metal/metais/metais/metal/sistema_monetário
bombeiro	guardião/protetor/defensor/guarda/guardião/protetor/defensor/guarda
artífice	trabalhador_especializado
acompanhante	colega/companheiro/amigo/camarada
vento	vento/fenômeno_meteorológico/tempo/condições_meteorológicas/clima
trâmite	acção/ação/atividade/ato
serventuário	trabalhador_especializado
selva	relevo_(geografia)/chão/terra_firme/terra/relevo/solo/bioma/bioma/biomas/locação/ponto/lugar/localização
quinta	oficina/laboratório/emprego/locais_de_trabalho/trabalho
pó	sólido/matéria_sólida/sólida/material_particulado
parede	divisória/paredes/parede
mostra	representante/instância/exemplo
magnitude	qualidade/preço/preços/grandeza/número/magnitude/grandeza/número/magnitude/grandeza/número/magnitude/propriedade/atributo
intestino	víscera
ilustração	afiguração/imagem/ilustração/figura/desenho/representação/afiguração/imagem/ilustração/figura/desenho/representação
doenças	enfermidade/doença
desespero	impressão/emoção/sentimento
convento	claustro
compras	aquisição/gestão_de_compras/compra
complicação	situação/condição
brinquedo	artefato
assassínio	homicídio
análogo	semelhança/similardidade
vestuário	vestimenta/roupa/vestido/traje/vestuário
verbo	unidade_da_linguagem/unidade_linguística
software	código
sapato	calçado/calçados
reabilitação	vindicação/justificação/exoneração/fisioterapia/fisioterapia
pintura	corante/cor/colorante/tinta/semelhança/arte_gráfica/camada/capa
pescador	trabalhador_especializado
pau	barra/instrumento/ferramenta/implemento
negligência	falta_de_cuidado/maltrato
matiz	significância/significação/intenção/significado
lua	satélites/satélite
infecção	incidente/evento
fotógrafo	artista
espada	arma/armamento
ensaios	material_escrito/documentos
compacto	auto/veículo/carro/automóvel/viatura
colheita	estação_do_ano/estação/tempo/sazão/período/rendimento
chibata	aparelho/ferramenta/instrumento
cadáver	morto/cadáver/defunto/corpo/restos_mortais/objeto_natural/objeto_natural
baile	baile/dança
azar	fenômeno/fenómeno
arco	arco/curva/linha/arma/armamento/entrada/boca/faixa
vergonha	vergonha/desonra/vergonha/impressão/emoção/sentimento
vacilação	traslado/movimento/deslocamento
troco	cache/numerário/em_espécie/dinheiro
tribo	grupos_sociais
telespectador	espectador/observador
responsabilização	susceptibilidade/suscetibilidade
refém	preso/cativo/prisioneiro_de_guerra/prisioneiro/refém/infortunado/desventurado/desafortunado
raciocínio	razoamento/raciocinio/argumentação/raciocínio
pátio	terreno/campo
presidenta	chefe_de_estado/chefe_de_estado
opúsculo	livro
negociante	negociante/comerciante/mercador/negociante/comerciante/mercador/revendedor/distribuidor/empresário/empresário
negação	asserção
moda	direcção/direção/rumo/curso/moda/tendências/estilo/moda/tendências/estilo
mistura	combinação/mistura
lesão	machucado/traumatismo/dano/mal/lesão
jóquei	cavaleiro/joquei/ginete
ironia	humor
fruta	fruta/semente/fruto/fruta/fruta
frete	expedição/transporte/transportação
especializado	habilidade
escada	estrada/caminho/via/escadas/escada
dupla	par/dupla/reunião
derrame	ataque
deportação	proscrição/banimento
dentista	médico
delimitação	limite/fronteira/fronteiras
contenda	concorrência/competição
confrontação	discordância/discórdia
citação	anotação/nota/apontamento/excerto/trecho/extrato/passagem
chumbo	metais/metais/metal
arraial	municipalidade/município
alínea	material_escrito/documentos
ângulo	espaço
talento	inteligência/poder/capacidade/talento/habilidade
sobrevivente	infortunado/desventurado/desafortunado/indivíduo/pessoa/alguém/ser_humano/alma
retificação	melhoria/melhoramento
psicanálise	psicoterapia/psicoterapia
psicanalista	psiquiatra/encolhimento
probabilidade	qualidade/quantitativo/quantidade/medida/quantia
poucos	escol/elite
postulação	mensagem/assunto/tópico/conteúdo
porcentagem	proporção
módulo	componente/parte
metrópole	municipalidade/município
idioma	idioma/linguagem/discurso/idioma/língua/comunicação/mensagem
espelho	espelho
escadaria	estrada/caminho/via
cura	sacerdote/pastor/pároco/clérigo
convulsão	ataque
complô	estratégia/planos/táctica
cara	atmosfera/ar/ambiência
barro	matéria/substância
aparência	qualidade/aspecto/aparência/semblante
angústia	impressão/emoção/sentimento
xeque	movimento
vingança	retribuição
tóxico	substância
temperamento	natureza/índole/propriedade/característica/atributo/predicado
suposição	opinião/concepção/idéia/conceito/ideia
sensibilidade	impressão/emoção/sentimento
revólver	arma/armamento
preponderância	número
planeta	estrela/corpo_celeste/astro
marfim	dentina/dentina
justificação	consideração/circunstância
juizado	assembléia/assembleia
fundos	activos/recursos/ativo/ativos/bens
fratura	machucado/traumatismo/dano/mal/lesão
flecha	ponto/marco/projétil/projéctil/míssil
fila	linha/fila/bicha/formação
ferramenta	apetrecho/equipamento/instrumento/apetrecho/equipamento/instrumento/instrumento/ferramenta/implemento/equipamento/ferramenta/aparato/aparelho/mecanismo/dispositivo/instrumento/equipamento/ferramenta/aparato/aparelho/mecanismo/dispositivo/instrumento/efetuação/execução/realização/implementação
experiente	especialista
enfoque	ponto_de_vista
emoção	impressão/emoção/sentimento
emblema	sinal
eco	reflexão/reflectividade
dose	produtos_farmacêuticos/medicamento/remédio/droga_medicinal
distribuidor	empresa/companhia
desvantagem	responsabilidade
defeito	imperfeição/defeito
cônjuge	esposa/esposo/marido/cônjuge/cónjuge/consorte/parente/cara-metade
credo	escola_de_pensamento/doutrina/filosofia
confissão	admissão
colina	elevação
catálogo	livro
cativo	infortunado/desventurado/desafortunado
bronzeado	hiperpigmentação
anotação	anotação/nota/comentário
amostra	representante/instância/exemplo
vírus	microorganismo/microrganismo
velhice	período_da_vida/época/período
testamento	documento_oficial/negócio_jurídico
suma	acúmulo/aglomeração/colecção/coleção
sepultamento	funeral/enterro/funeral
refúgio	asilo/refúgio
rapaz	macho/varão/homem/menor/juvenil/jovem
primavera	estação_do_ano/estação/tempo/sazão/período
placar	final/conclusão/resultado/fim/chegada/estrutura/tecido/edifício
peixe	comida/vertebrado_aquático/vertebrado_aquático
pedágio	encargo/remuneração/custo/taxa/estipêndio
peculiaridade	propriedade/característica/atributo/predicado
pecado	transgressão
muro	divisória/paredes/parede
melhora	estado/estado/situação/condição
manufatura	planta/fábrica/usina/industria/comércio/negócio/empresa
maestro	musico/músico/músico
lenda	estória/conto/história/estória/conto/história/título
implemento	instrumento/ferramenta/implemento
ignorância	objecto_mental/objecto_mental
hall	quarto/aposento/sala/edifício/prédio
gênio	intelectual/intelecto
grilo	ortópteros
féria	tempos_livres/ócio/lazer
escrita	ortografia/ortografia
ensejo	fenômeno/fenómeno
embalagem	acúmulo/aglomeração/colecção/coleção
cristal	vidro
cercado	terreno/campo
camarada	conhecido/amiga/camarada/amizade/amigo
bando	aglomeração
albergaria	hotel
abatimento	alteração/mudança/variação/modificação/diminuição/redução
vácuo	espaço
vocábulo	vocábulo/termo/verbo/palavra/unidade_da_linguagem/unidade_linguística
varejista	negociante/comerciante/mercador/revendedor/distribuidor
turista	turista/viajante
trovão	relâmpago/corisco/raio
trilha	rota/caminho/percurso/itinerário/estrada/linha/itinerários/evidência
sátira	humor
substantivo	substantivo
signo	região/indício/pista/sugestão
serenidade	paz/silêncio/quietude
sacada	estrutura/tecido/edifício
repulsa	repugnância/náusea/repulsa/abominação/asco/nojo/aversão
punho	pata/mão
paisagem	paisagem
mistério	perplexidade/embaraço/aperto
mala	compartimento/embrulho/bagagens/bagagem/mala
linhagem	parentesco/relação/grupo/agrupação/conjunto
ladeira	elevação/formação/formação_geológica/gradiente/inclinação
inventário	mercadoria/artigo/produto
igrejas	igreja/casadeoração/lugares_de_prática_religiosa/templo
fuzil	arma_de_fogo
furto	crime
freio	limitação/restrição
florestas	relevo_(geografia)/chão/terra_firme/terra/relevo/solo/bioma/bioma/biomas
fala	fala/linguagem/estilo/discurso/língua
diamante	joia/gema/jóia/pedra_preciosa
detetive	oficial_de_polícia/agente/polícia/guarda/policial
deserto	gleba/terreno/região/bioma/bioma/biomas
crivo	passador/coador
conforto	riqueza/estado/estado/situação/condição/socorro/assistência/ajuda
clérigo	sacerdote/pastor/pároco/clérigo
cervejaria	planta/fábrica/usina/planta/fábrica/usina
balé	coreografia
ave	vertebrado
alojamento	estrutura/tecido/edifício
vinho	bebidas_alcoólicas/álcool/bebida_alcoólica/álcoois/bebida_alcoólica
taxas	ritmo/velocidade
sabor	gosto/sabor/gosto/sabor
réplica	reprodução/cópia
rosas	arvoreta/arbusto/moita/mato
relâmpago	relâmpago/corisco/raio
recibo	reconhecimento
questionário	formulário
precisão	exatidão/precisão/exactidão
pico	convexidade/região/área/final/fim
peito	glândula_mamária/glândula_mamária/anatomia/parte_do_corpo
pedaço	aglomeração/bocado/peça/pedaço/parte/porção
passeio	jornada/viagem
parto	ato/ação/feito/acção
ocidente	locação/ponto/lugar/localização
oceano	massa_de_água/água/corpo_de_água
loa	aplauso/aprovação
laboratórios	oficina/laboratório/emprego/locais_de_trabalho/trabalho/oficina/laboratório/emprego/locais_de_trabalho/trabalho
jóia	joalheria/jóia/joalharia
invenção	criatividade/criatividade/criação
insulto	desrespeito
indagação	pergunta/questão/inquérito
galo	aves_de_capoeira/aves_domésticas/ave_doméstica/galinha/carne_de_ave
freira	religioso
frade	religioso
farda	vestimenta/roupa/vestido/traje/vestuário
experimento	investigação_científica/projectos_de_investigação
espinha	esqueleto
demolição	final/conclusão/resultado/fim/chegada
cozinha	quarto/aposento/sala
coxim	almofada
cobrador	coletor/recolhedor/cobrador
cidadã	súdito/cidadão
bíblia	livro_sagrado/livro_sagrado/textos_religiosos
bronze	escultura
bolso	bolsa
balconista	assalariado/operário/empregado
armadilha	rede/armadilha/arapuca/equipamento/ferramenta/aparato/aparelho/mecanismo/dispositivo/instrumento
aposta	aposta/jogo_de_azar
acepção	significância/significação/intenção/significado
vocabulário	vocabulário
vestígio	marca
troféu	prémio/prémio/prêmio/prêmios/galardão
tigre	grande_felino/gato
tentação	efeito
suíno	suíno/porco
superpotência	nação/república/país
rótulo	marca/selo/marcadores
ronda	destacamento
refeição	nutriente/alimentação/alimento/comida/nutrição
quadrado	retangulo/retângulo/rectângulo/retangulo/retângulo/rectângulo/polígono_regular/polígono_regular
quadra	área/região/território/ambiente
pré-requisito	coisa
predecessor	precursor
pneumonia	doenças_respiratórias/doenças_respiratórias
pneu	arco
peão	turista/viajante
performance	acção/ação/atividade/ato
parentesco	conexão/relação/conexão/relação
madre	religioso
jeito	efetuação/execução/realização/implementação
injeção	cuidados_médicos/cuidado_médico/cuidados_médicos/introdução/inserção
gato	felino/felídeos
fauna	vida
estátua	escultura/escultura
escritura	documento/documentação
empregada	servidor/empregado/doméstico
cobra	diapsida
caricatura	humor
canteiro	campos
calça	artigo_de_vestuário/roupa/vestuário
calma	paz/silêncio/quietude
calibre	grau
caixeiro	assalariado/operário/empregado
balcão	mesa/estrutura/tecido/edifício
aptidão	habilidade
alarme	equipamento/ferramenta/aparato/aparelho/mecanismo/dispositivo/instrumento
agonia	martírio/tormento/tortura/dor/agonia/angústia/dor/dor
viés	partidarismo/parcialidade
tela	superfície
subtítulo	título
shopping	estabelecimento_comercial/estabelecimento_de_negócios
religiosa	religioso
prima	parente
pele	tecido_conjuntivo/tecido_conjuntivo
papagaio	brinquedo
orgulho	satisfação
ombro	anatomia/parte_do_corpo
mosteiro	claustro
maquiagem	cosmético
louvor	aplauso/aprovação
linhas	carta_pessoal
largura	dimensão/extensão/amplidão/magnitude
justeza	justiça/honestidade
funeral	funeral/enterro/funeral/cerimónia/cerimônia/festa/cerimónia/cerimônia/festa
enfermeiro	médico
concerto	atuação
cola	cimento
chama	combustão
buraco	fenda/vão/oco/buraco/abertura
brincadeira	humor
autoridades	entidade_política/coisa_pública
atributo	concepção/idéia/conceito/ideia
apólice	contrato/acordo
amanhecer	hora
viatura	veículos_motorizados/meios_de_transporte/modo_de_transporte/veículo
variante	táxon/taxón/taxon/taxon/género/classe/espécie/tipo/variedade
tração	atrito/fricção
terapia	produtos_farmacêuticos/medicamento/remédio/droga_medicinal/cuidados_médicos/cuidado_médico/cuidados_médicos
santuário	campo/terreno/asilo/refúgio
revanche	retribuição
resíduos	resíduo/resíduo_sólido/lixo
refugiados	expatriado
refrigerante	refrigerante/refresco/refrigerantes/soda
pudim	doce/sobremesa
psicólogo	cientista
prevalência	número
porção	fragmento/pedaço/conexão/relação
piano	instrumento_de_cordas/instrumentos_de_percussão/instrumento_de_percussão/instrumentos_com_teclas/instrumento_de_teclas
osso	tecido_conjuntivo
noiva	participante
máscara	disfarce/cobertura/capa
mutação	alteração/mudança/variação/modificação/alteração/mudança/variação/modificação
mente	intelectual/intelecto/compreensão/conhecimento/noção/cognição
meia-noite	hora
manuscrito	material_escrito/documentos
limiar	soleira/peitoril/limiar
lata	recipiente/contentor/contêiner
ira	cólera/raiva/ira/zanga/emoção/comoção/abalo/sentimento
inverno	estação_do_ano/estação/tempo/sazão/período
freiras	religioso
festividade	recreaçao/diversão
estrago	alteração/mudança/variação/modificação
estanho	metais/metais/metal
engano	falha/insucesso
corda	linha/fio/corda/corda
contabilista	empresário
clã	grupos_sociais
chantagem	extorsão
cerveja	fermentação
causador	entidade_física
catástrofe	azar/má_sorte/infortúnio
bico	boca
asa	órgão_biologico/órgão/aerofólio/adição/melhoria
aposento	alojamento/abrigo/casa
anel	cabelo/joalheria/jóia/joalharia/joalheria/jóia/joalharia
amante	mulher/seguidor/cara-metade/amante/amado/amante/amado
alívio	conforto
aceno	sinal
ácido	composto_químico/substância_química
vídeos	gravação/gravação
túmulo	região/área
tristeza	mágoa/pesar/tristeza/desgosto/dor/tristeza/pesar
testa	traço
terminologia	vocábulo/termo/verbo/palavra
temperatura	propriedades_físicas/propriedade_física/propriedades_físicas/propriedade_física
síndrome	sintoma
supermercados	feira/sacolão/supermercado/mercado/mercadinho/mercado/empório/quitanda
sumo	alimento/produtos_alimentares
sensação	excitação/excitamento/percepção/percepção
seda	pano/tecido/fazenda/têxteis/tecido_têxtil
repreensão	assessoramento/recomendação/conselho
relógio	relógio/relógio_de_pulso/relógio/relógio_de_pulso
pirâmide	poliedro/poliedros
perdedor	infortunado/desventurado/desafortunado
mágoa	tristeza/pesar
marujo	trabalhador_especializado
martelo	ferramenta
maravilha	ocorrente/acontecimento/ocorrência
lã	pano/tecido/fazenda/têxteis/tecido_têxtil/corda
kit	parafernália
jogada	vez/jogo
itinerário	fronteira
gêmeo	irmão/irmã
gaveta	recipiente/contentor/contêiner/recipiente/contentor/contêiner
fígado	víscera
frigoríficos	refrigerador/frigorífico/frigorifico/geladeira/frigorífico/frigoríficos
formando	não-graduado
fatia	pedaço/tomo/secção/parte/porção
fantasia	anseio/apetite/pretensão/desejo/engano/mal-entendido/roupa/traje/vestuário/vestido
fadiga	tensão/nervosismo
extrato	passagem
envelope	recipiente/contentor/contêiner
enfermeira	médico
descanso	suspensão/pausa/interrupção/almofada
dente	osso/projeção
decréscimo	alteração/mudança/variação/modificação
córrego	massa_de_água/água/corpo_de_água
cinza	residuo
chão	objeto/objeto_físico
casca	casca
canudo	ducto/duto/pipeline/condutas/canais/conduto/cano/chaminés_de_fábrica/canal/tubo/cachimbo
boneco	brinquedo
bolo	fornada
bode	bovídeos/bovídeos
baleia	cetáceos
auxilio	apoio_financeiro/ajuda_financeira/ajuda
apontamento	anotação/nota/comentário
antagonista	indivíduo/pessoa/alguém/ser_humano/alma
anfitrião	adulto/de_maior
vala	oco/buraco
vaca	vacas/bovinos/gado_bovino/gado
traje	artigo_de_vestuário/roupa/vestuário/roupa/traje/vestuário/vestido/roupa/traje/vestuário/vestido
toque	percepção/percepção/som
topo	região/área/extremos/extremo/lado/face
tinta	corante/cor/colorante/tinta/camada/capa
televisor	radiorreceptor/recetor/radioreceptor/receptor
sopa	prato
simplicidade	qualidade
seiva	alimento/produtos_alimentares
saguão	quarto/aposento/sala/corredor/passagem
rastro	marca
rascunho	texto
proponente	indivíduo/pessoa/alguém/ser_humano/alma
privação	miséria/pobreza/pobreza/empobrecimento
porão	pavimento/piso/andar
passaportes	documento_oficial/negócio_jurídico
paradoxo	contradição
mágico	ocultista
inquilino	pagante/remunerador/financiador
ingrediente	componente/parte
impressora	impressora/impressor/tipógrafo/periférico/equipamento_periférico
iate	embarcações/embarcação/barco/navio/navios
gota	esfera
garoto	macho/varão/homem
ganhador	competidor/contendor
galopante	turista/viajante
flagelo	azar/má_sorte/infortúnio
fiança	sistema_legal
exposições	acúmulo/aglomeração/colecção/coleção
estômago	víscera/anatomia/parte_do_corpo
escudo	proteção/capa
equação	asserção_matemática/declaração_matemática
enredo	estória/conto/história
engodo	tentação
encruzilhada	junção
egoísmo	auto-estima/orgulho
dieta	jejum
descida	encosta/ladeira/subida/costa/declives/declive
descendência	parentesco/relação/parente
cólera	cólera/raiva/ira/zanga/emoção/comoção/abalo/sentimento
consolação	socorro/assistência/ajuda
compêndio	livro
carteiro	entregador
camiseta	camisa
botão	interruptor/chave
borda	limite/margem_interior/fronteira/borda/limite/fronteira/fronteiras/limite/fronteira/fronteiras/limite/fronteira/fronteiras
boom	prosperidade
barraco	asilo/refúgio
balão	brinquedo
aquecimento	instalação
apêndice	post-scriptum/adendo/post-scriptum
anunciação	afirmação/declaração
antepassado	parente
anoitecer	hora/jornada/dia
aliada	associado
albergue	hotel
adição	componente/parte
ventre	anatomia/parte_do_corpo
tutor	mestre/docente/professor/instrutor
tripulante	trabalhador_especializado
soco	porrada/golpe
sentinela	security_office/guarda
senha	segredo/arcano
sapo	anfíbios/anfibios/anfíbio
roça	zona_rural/área_rural/campo/chácara/granja/quinta/sítio/fazenda
ressurreição	progresso/melhoria
relaxamento	paz/silêncio/quietude
recomendações	loa/glória/louvor/elogio
reaparecimento	progresso/melhoria
rato	aparelho_eletrônico/roedor/roedor
prazer	impressão/emoção/sentimento
plásticos	sólido/matéria_sólida/sólida
pia	pia
pesadelo	sonho/sonho
ousadia	agressividade
numerário	cobre/dinheiro/moeda/divisa
mármore	pedra/rocha
monstro	mutante/mutação/mutantes
monarca	governante/governador/chefe_de_estado/chefe_de_estado
mel	adoçante
lágrima	gota
instinto	aptidão
industria	comércio/mercantilismo/comercialismo
híbrido	ser/organismo
hulha	combustível_fóssil/petróleo
habitat	envolvente/entorno/ambiente/meio/cerque
gana	desejo_veemente/desejo_intenso/anseio/desejo_em_alto_grau/desejo_ardente/desejo_imoderado/desejo_forte
fluido	matéria/substância
ferida	machucado/traumatismo/dano/mal/lesão
fardo	recipiente/pacote/embalagem/pacote/fardo/molho/feixe/penca
exatidão	exatidão/precisão/exactidão
etiqueta	marca/selo/marcadores
estipulação	premissa/pressuposto
erudito	intelectual/intelecto
entorno	região_geográfica/região/área_geográfica
elétron	léptons/lépton
desportista	competidor/contendor
dedo	dedo/dedo_da_mão/dedo_da_mão/dígito/dedo/dedo_da_mão/dígito/dedo
convés	palanque/tribuna/tablado/palanque/tribuna/tablado
conflitos	incompatibilidade
comité	comité/comissão/junta/comitê/unidade_administrativa/órgão_público/organização
comida	substância
colo	anca/coxa
carbono	elemento_químico/elemento_químico
cabimento	alternativa/opção/escolha/intercorrência/eleição
brio	auto-estima/orgulho
barba	pelos_faciais
balsa	batel/escaler/barco/bote
aversão	repugnância/náusea/repulsa/abominação/asco/nojo/aversão/hesitação/relutância
artesão	trabalhador_especializado
arame	ligamento
analogia	inferência/dedução/raciocínio
aeródromo	aeroporto/aeródromo
adversidade	infortúnio/azar
vértice	lugar/extremos/extremo
vela	pano/candeia/cadeeiro/lâmpadas/lâmpada/luz
vegetação	cobertura_vegetal/flora/vegetação/acúmulo/aglomeração/colecção/coleção
tubo	cilindro/ducto/duto/pipeline/condutas/canais/conduto/cano/chaminés_de_fábrica/canal/tubo/cachimbo
tecla	equipamento/ferramenta/aparato/aparelho/mecanismo/dispositivo/instrumento
tambor	cilindro/instrumentos_de_percussão/instrumento_de_percussão
séculos	tempo/etapa/período
subscritor	comprador/cliente/consumidor/freguês
ruído	som/ruído
resenha	jornal/periódico/publicação_periódica/revista/crítica
recém-nascido	criança/menino/filho
querela	discórdia/discrepância/discordo/desacordo/discordância
quarteirão	área/região/território/ambiente/edifícios_rurais
pássaro	vertebrado
punhado	aglomeração
porquê	explicação/explanação
pertinência	relação/ligação
penalização	controle_social
pavimento	estrutura/tecido/edifício
orelha	receptor_sensorial
nó	ligação
nuvem	fenômeno_atmosférico
nomenclatura	vocábulo/termo/verbo/palavra
ninho	objeto_natural/objeto_natural
morada	alojamento/abrigo/casa
mama	glândula_mamária/glândula_mamária
louça	louças/faiença/recipiente/contentor/contêiner
locução	idioma
livreto	livro
interrogação	pergunta/questão/inquérito
insensatez	mensagem/assunto/tópico/conteúdo
inimizade	condição/situação/estado
hospitalidade	recepção/recepção
guarida	asilo/refúgio
gramado	gleba/terreno/região/terreno/campo
gradiente	talude/declives/inclinação
gordura	lipido/lípido/lípidos/lípidos/lipídio/gordura
golfinho	odontoceti/odontocetos
garrafa	vaso/vasilha/vasilhame/vaso/vasilha/vasilhame/vaso/vasilha/vasilhame
frango	aves_de_capoeira/aves_domésticas/ave_doméstica/galinha/carne_de_ave
fosso	oco/buraco
fibras	materiais
faceta	qualidade/carácter_distintivo/característica
estrato	região/pessoal/população/povo/gente
dona-de-casa	mulher/esposa
desprezo	aversão/desconsideração
designer	criativo/creador/criador/criativo/creador/criador
desgraça	vergonha/desonra
descuido	maltrato
delegada	representante
cão	cão/canídeo/animal_doméstico/animal_doméstico
curva	linha/linha/seção/segmento
cruzamento	junção
costas	esqueleto
cortina	móvel/mobília/mobiliário/cortina
constelação	objeto_natural/objeto_natural
clemência	leniência
ci	semicondutor/semicondutores
chip	semicondutor/semicondutores
cemitérios	locação/sítio/lugar
celebridade	honra
catástrofes	azar/má_sorte/infortúnio
carregador	obreiro/trabalhador/operário
carburante	substância
capricho	anseio/apetite/pretensão/desejo
capataz	orientador/supervisor
caneta	instrumentos_de_escrita
calor	propriedades_físicas/propriedade_física
cachorro	cão/canídeo/animal_doméstico/animal_doméstico
cabrita	bode/cabrito/bode/cabra
bovinos	bovinos
bolha	glóbulo
bola	esfera/forma_redonda/aglomeração/brinquedo/bola
biscoito	bolo
barraca	asilo/refúgio/banca/estande/bancas
banana	fruta
apetite	desejo_veemente/desejo_intenso/anseio/desejo_em_alto_grau/desejo_ardente/desejo_imoderado/desejo_forte/impressão/emoção/sentimento
apatia	impressão/emoção/sentimento
anjo	ser_sobrenatural/espirito
ancestral	parente
ópera	música_erudita/música_clássica
álbum	meios_de_comunicação/mídia/livros/livro
website	calculadora/computador
vulgo	pessoal/população/povo/gente
vitamina	nutriente/alimentação/alimento/comida/nutrição
vindouro	tempo
vestido	artigo_de_vestuário/roupa/vestuário
vendaval	fenômeno_atmosférico
vaso	recipiente/contentor/contêiner
tora	madeira
tempestade	fenômeno_atmosférico
taça	louças/faiença/recipiente/contentor/contêiner
tabuleiro	superfície
suco	alimento/produtos_alimentares
subúrbios	áreas_residenciais
silvicultura	biologia/ciências_da_vida
short	calça
satélites	satélites/satélite/equipamento/ferramenta/equipamento/ferramenta
sabão	clareador/produto_de_limpeza
roupas	vestimenta/roupa/vestido/traje/vestuário
rolo	cilindro
rock	música_popular/música_popular
recorte	excerto/trecho/extrato/passagem
quintal	terreno/campo
procissão	romaria/procissão
prenome	unidade_da_linguagem/unidade_linguística
preleção	discurso
predileção	afeição
porco	suíno/porco
perfume	artigos_de_toalete
pedestre	turista/viajante
parâmetros	fator
papai	genitor/mãe/pai/progenitor/pai/papá/painho/papai
obreiro	obreiro/trabalhador/operário
namorada	mulher/amante/amado
métodos	habilidade
mosaico	belas_artes/belas-artes/arte
moita	planta_lenhosa
min	unidades_de_tempo/unidade_de_tempo
magia	desempenho/interpretação/apresentação
lápis	instrumentos_de_escrita
lavanderia	artigo_de_vestuário/roupa/vestuário
lanchonete	restaurante
jazz	música_popular/música_popular/música_popular/música_popular
inseto	artrópode/artrópodes/artropode
hóspede	visita/visitante
grilhão	limitação/restrição
garota	mulher/amante/amado/fêmea
fóssil	resto
freguês	consumidor
fichário	registro
espaçamento	posição/colocação/localização
escultura	artes_plásticas
encosta	formação/formação_geológica
desgosto	mágoa/pesar/tristeza/desgosto/dor
delinquência	estado/estado/situação/condição
dama	mulher
custos	qualidade/preço/preços
criatura	ser/organismo
crepúsculo	hora
coruja	ave_de_rapina/aves_de_rapina
conhecida	indivíduo/pessoa/alguém/ser_humano/alma
comprimento	extensão/alcance
cinto	acessório
centúria	tempo/etapa/período
cavalheiro	homem
cassete	recipiente/contentor/contêiner
caixão	caixa
brado	vocalização/enunciado/expressão
bota	calçado/calçados
bobagem	mensagem/assunto/tópico/conteúdo
beira-mar	orla/litoral/costa
apego	afeto/afeição/amor/apego/carinho/afecção/afetividade
ansiedade	ansiedade/preocupação/ânsia
altar	estrutura/tecido/edifício
alho	aromatizante/condimento/tempero
agulha	ponteiro/instrumento/ferramenta/implemento
agencia	empresa/organização_empresarial
achado	lampejo/epifania/insight
índex	dedo/dedo_da_mão
átomo	substância
zelo	paixão/ardor
viveiro	edifício/prédio
violão	instrumento_de_cordas
vetor	variável
verdura	hortifruti/hortifruto
velório	vigília
veia	vaso_sanguíneo/vaso_sangüíneo/vaso_sanguíneo
varão	esposa/esposo/marido/cônjuge/cónjuge/consorte
uísque	álcool/bebida_alcoólica
transito	acúmulo/aglomeração/colecção/coleção
tormenta	fenômeno_atmosférico
tijolo	material_de_construção/materiais_de_construção/cerâmica
teses	tratado
tato	percepção/percepção
tapera	gleba/terreno/região/bioma/bioma/biomas
símbolos	sinal
suor	secreção
sossego	propriedades_acústicas
sermão	discurso
sarcasmo	humor
rixa	confronto/recontro/conflito
refrigerador	refrigerador/frigorífico/frigorifico/geladeira/frigorífico/frigoríficos
realeza	recompensa/pagamento
razoabilidade	sanidade
queijo	lacticínio/produto_lácteo/laticínio/comida
pílula	dose/anticoncepcional
prole	besta/criatura/ser/bicho/animal
preceptor	mestre/docente/professor/instrutor
poeira	material_particulado
picada	machucado/traumatismo/dano/mal/lesão
piada	humor/observação/comentário
penúria	deficiência/escassez/carência/falta/ausência
pedestal	suporte/encosto/apoio
oxigênio	gás/elemento_químico/elemento_químico
nódoa	defeito
namoro	apelo/petição/súplica
motocicleta	veículos_motorizados
moto	veículos_motorizados
mestiço	ser/organismo
martírio	angústia/dor/dor
mancha	defeito/defeito
malícia	maldade
maluco	excêntrico/geek
maldade	maldade
mago	ocultista
magnata	homemdenegócios/homem_de_negócios/empresário/negociante/comerciante
macaco	primata/primatas
lâmpada	mobiliário/alfaia/movéis/móvel/mobília
locatário	pagante/remunerador/financiador
listagem	base_de_dados/banco_de_dados
ladrilho	laje/placa
joelho	anca/coxa
inibição	abstinência
impostos	imposto
ignomínia	vergonha/desonra
hasta	venda
guarda-chuva	toldo
gorjeta	benefício
gentileza	gentileza/delicadeza/amabilidade/bondade
gema	cristal/joalheria/jóia/joalharia
geladeira	refrigerador/frigorífico/frigorifico/geladeira/frigorífico/frigoríficos
galinha	galinha/galo/frango/aves_de_capoeira/aves_domésticas/ave_doméstica/galinha/carne_de_ave
fósforo	acendedor/encendedor/isqueiro
fotógrafa	artista
formatação	informação
flash	equipamento_fotográfico/candeia/cadeeiro/lâmpadas/lâmpada/luz
flama	combustão
fissura	impressão/fenda/vão
explanação	afirmação/declaração
estória	artigo/notícias/notícia
esdrúxulo	mutante/mutação/mutantes
escavação	locação/sítio/lugar
erva	aromatizante/condimento/tempero
engrenagem	mecanismo
elefante	proboscídeos
